36
21
90
0	1.570392732195782e+03 3.025315410553647e+02 8.256108849411653e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	0	0	0
1	 1.130451827073287e+03 -5.773502691896260e+02  1.265551790063660e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	0	0	1
2	-1.974537920628516e+02 -1.241303078757696e+03  6.015989804955904e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	0	0	2
3	 2.032272947547481e+02 -1.641984165575295e+03  1.402961154130791e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	0	0	3
4	 6.431681998772440e+02 -7.621023553303055e+02  9.630202490082953e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	0	0	4
5	 1.971073819013383e+03 -9.814954576223671e+01  1.626973058576365e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	0	0	5
6	1.570392732195782e+03 3.025315410553647e+02 8.256108849411653e+02	-1.056475812220015e-04  1.056475812220015e-04  1.056475812220015e-04	1.000000000000000e+00	0	0	6
7	 1.130451827073287e+03 -5.773502691896260e+02  1.265551790063660e+03	-9.979944297811016e-05  9.979944297811016e-05  9.979944297811016e-05	1.000000000000000e+00	0	0	7
8	-1.974537920628516e+02 -1.241303078757696e+03  6.015989804955904e+02	 9.401488932780921e-05 -9.401488932780921e-05 -9.401488932780921e-05	1.000000000000000e+00	0	0	8
9	 2.032272947547481e+02 -1.641984165575295e+03  1.402961154130791e+03	-2.902732194343116e-05  2.902732194343116e-05  2.902732194343116e-05	1.000000000000000e+00	0	0	9
10	 6.431681998772440e+02 -7.621023553303055e+02  9.630202490082953e+02	 1.767726826074068e-05 -1.767726826074068e-05 -1.767726826074068e-05	1.000000000000000e+00	0	0	10
11	 1.971073819013383e+03 -9.814954576223671e+01  1.626973058576365e+03	 7.031158020254225e-05 -7.031158020254225e-05 -7.031158020254225e-05	1.000000000000000e+00	0	0	11
12	-2.170837012152994e+02  1.154700538379251e+02  5.877425740350395e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	12	0	12
13	 1.408734656822697e+02 -6.004442799572101e+02  9.456997409326082e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	12	0	13
14	 9.214510296266424e+02 -9.907330619293978e+02  5.554109589604201e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	12	0	14
15	 1.853294364098699e+03 -5.888972745734176e+01 -1.308275709983692e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	12	0	15
16	 1.495337197201131e+03  6.570246063377944e+02 -1.666232876881260e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	12	0	16
17	 7.147596332567572e+02  1.047313388309981e+03 -1.275944094909072e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	12	0	17
18	-2.170837012152994e+02  1.154700538379251e+02  5.877425740350395e+02	-8.967273606685922e-05 -8.967273606685922e-05 -8.967273606685922e-05	1.000000000000000e+00	12	0	18
19	 1.408734656822697e+02 -6.004442799572101e+02  9.456997409326082e+02	1.454084558645263e-04 1.454084558645263e-04 1.454084558645263e-04	1.000000000000000e+00	12	0	19
20	 9.214510296266424e+02 -9.907330619293978e+02  5.554109589604201e+02	4.485819954425097e-05 4.485819954425097e-05 4.485819954425097e-05	1.000000000000000e+00	12	0	20
21	 1.853294364098699e+03 -5.888972745734176e+01 -1.308275709983692e+03	8.591846562922001e-05 8.591846562922001e-05 8.591846562922001e-05	1.000000000000000e+00	12	0	21
22	 1.495337197201131e+03  6.570246063377944e+02 -1.666232876881260e+03	2.635122218634933e-04 2.635122218634933e-04 2.635122218634933e-04	1.000000000000000e+00	12	0	22
23	 7.147596332567572e+02  1.047313388309981e+03 -1.275944094909072e+03	3.944501513615251e-04 3.944501513615251e-04 3.944501513615251e-04	1.000000000000000e+00	12	0	23
24	-7.597929542535472e+02  6.027536810339691e+02  3.059956426705008e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	24	0	24
25	-1.191650955607387e+03 -2.609623216737103e+02 -1.258623586833388e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	24	0	25
26	 5.126870390403868e+02  5.912066756501777e+02 -9.780313560072266e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	24	0	26
27	 9.572467463163994e+02  1.466469683741651e+02 -1.867150770559250e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	24	0	27
28	 1.389104747670240e+03  1.010362971081845e+03 -1.435292769205410e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	24	0	28
29	-3.152332469775350e+02  1.581939737579566e+02 -5.831237718815215e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	24	0	29
30	-7.597929542535472e+02  6.027536810339691e+02  3.059956426705008e+02	-9.211074211634696e-05  9.211074211634696e-05 -9.211074211634696e-05	1.000000000000000e+00	24	0	30
31	-1.191650955607387e+03 -2.609623216737103e+02 -1.258623586833388e+02	-2.554904203861952e-04  2.554904203861952e-04 -2.554904203861952e-04	1.000000000000000e+00	24	0	31
32	 5.126870390403868e+02  5.912066756501777e+02 -9.780313560072266e+02	-8.260979084298015e-04  8.260979084298015e-04 -8.260979084298015e-04	1.000000000000000e+00	24	0	32
33	 9.572467463163994e+02  1.466469683741651e+02 -1.867150770559250e+03	-5.400846712291241e-04  5.400846712291241e-04 -5.400846712291241e-04	1.000000000000000e+00	24	0	33
34	 1.389104747670240e+03  1.010362971081845e+03 -1.435292769205410e+03	-1.344203337794170e-05  1.344203337794170e-05 -1.344203337794170e-05	1.000000000000000e+00	24	0	34
35	-3.152332469775350e+02  1.581939737579566e+02 -5.831237718815215e+02	 5.840581725351512e-04 -5.840581725351512e-04  5.840581725351512e-04	1.000000000000000e+00	24	0	35
0	-5.773502691896258e-01  5.773502691896258e-01  5.773502691896258e-01	 7.071067811865476e-01 -3.124842898819631e-18  7.071067811865476e-01	 1.198001808568474e+03 -5.294203851356715e-15  1.198001808568474e+03	1	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1	-5.773502691896258e-01  5.773502691896258e-01  5.773502691896258e-01	 0.000000000000000e+00 -7.071067811865476e-01  7.071067811865476e-01	 0.000000000000000e+00 -9.214510296266430e+02  9.214510296266430e+02	1	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
2	-5.773502691896258e-01  5.773502691896258e-01  5.773502691896258e-01	-7.071067811865476e-01 -7.071067811865476e-01  3.124842898819631e-18	-7.193784354102739e+02 -7.193784354102739e+02  3.179073734356852e-15	1	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
3	-5.773502691896258e-01  5.773502691896258e-01  5.773502691896258e-01	 7.071067811865476e-01 -3.124842898819631e-18  7.071067811865476e-01	 8.030942244427697e+02 -3.549030148066116e-15  8.030942244427697e+02	1	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
4	-5.773502691896258e-01  5.773502691896258e-01  5.773502691896258e-01	 0.000000000000000e+00 -7.071067811865476e-01  7.071067811865476e-01	 0.000000000000000e+00 -8.625613021693013e+02  8.625613021693013e+02	1	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
5	-5.773502691896258e-01  5.773502691896258e-01  5.773502691896258e-01	 7.071067811865476e-01  7.071067811865476e-01 -3.124842898819631e-18	 9.364621366255734e+02  9.364621366255734e+02 -4.138408986458117e-15	1	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
6	 5.773502691896258e-01 -5.773502691896258e-01 -5.773502691896258e-01	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.570392732195782e+03 3.025315410553647e+02 8.256108849411653e+02	1	1	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
7	-5.773502691896258e-01 -5.773502691896258e-01 -5.773502691896258e-01	-7.071067811865476e-01  0.000000000000000e+00  7.071067811865476e-01	-4.024131376251693e+02  0.000000000000000e+00  4.024131376251693e+02	1	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
8	-5.773502691896258e-01 -5.773502691896258e-01 -5.773502691896258e-01	 0.000000000000000e+00 -7.071067811865476e-01  7.071067811865476e-01	 0.000000000000000e+00 -7.730720104449091e+02  7.730720104449091e+02	1	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
9	-5.773502691896258e-01 -5.773502691896258e-01 -5.773502691896258e-01	 7.071067811865476e-01 -7.071067811865476e-01  0.000000000000000e+00	 9.560920457780206e+02 -9.560920457780206e+02  0.000000000000000e+00	1	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
10	-5.773502691896258e-01 -5.773502691896258e-01 -5.773502691896258e-01	 7.071067811865476e-01  0.000000000000000e+00 -7.071067811865476e-01	 1.580785037041196e+03  0.000000000000000e+00 -1.580785037041196e+03	1	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
11	-5.773502691896258e-01 -5.773502691896258e-01 -5.773502691896258e-01	 0.000000000000000e+00  7.071067811865476e-01 -7.071067811865476e-01	 0.000000000000000e+00  1.161628741609527e+03 -1.161628741609527e+03	1	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
12	-5.773502691896258e-01 -5.773502691896258e-01 -5.773502691896258e-01	-7.071067811865476e-01  7.071067811865476e-01  0.000000000000000e+00	-1.662768775266123e+02  1.662768775266123e+02  0.000000000000000e+00	1	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
13	5.773502691896258e-01 5.773502691896258e-01 5.773502691896258e-01	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	-2.170837012152994e+02  1.154700538379251e+02  5.877425740350395e+02	1	1	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
14	-5.773502691896258e-01  5.773502691896258e-01 -5.773502691896258e-01	-7.071067811865476e-01  0.000000000000000e+00  7.071067811865476e-01	-5.328942984620248e+02  0.000000000000000e+00  5.328942984620248e+02	1	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
15	-5.773502691896258e-01  5.773502691896258e-01 -5.773502691896258e-01	 3.124842898819631e-18 -7.071067811865476e-01 -7.071067811865476e-01	 8.547268868455420e-16 -1.934123401785247e+02 -1.934123401785247e+02	1	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
16	-5.773502691896258e-01  5.773502691896258e-01 -5.773502691896258e-01	 7.071067811865476e-01  7.071067811865476e-01 -3.124842898819631e-18	 5.519468573452824e+02  5.519468573452824e+02 -2.439160906938323e-15	1	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
17	-5.773502691896258e-01  5.773502691896258e-01 -5.773502691896258e-01	 7.071067811865476e-01  0.000000000000000e+00 -7.071067811865476e-01	 1.412198758437825e+03  0.000000000000000e+00 -1.412198758437825e+03	1	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
18	-5.773502691896258e-01  5.773502691896258e-01 -5.773502691896258e-01	 3.124842898819631e-18 -7.071067811865476e-01 -7.071067811865476e-01	 9.389238637586849e-16 -2.124648990617823e+02 -2.124648990617823e+02	1	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
19	-5.773502691896258e-01  5.773502691896258e-01 -5.773502691896258e-01	-7.071067811865476e-01 -7.071067811865476e-01  3.124842898819631e-18	-7.851963660978913e+01 -7.851963660978913e+01  3.469936018238618e-16	1	0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
20	 5.773502691896258e-01 -5.773502691896258e-01  5.773502691896258e-01	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	-7.597929542535472e+02  6.027536810339691e+02  3.059956426705008e+02	1	1	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
0	0	1	0
6	0	1	0
5	5	0	0
6	5	0	0
0	6	0	0
5	0	6	0
1	1	2	0
6	1	2	0
0	1	7	0
1	7	1	0
2	2	3	0
6	2	3	0
1	2	8	0
2	8	2	0
3	3	4	0
6	3	4	0
2	3	9	0
3	9	3	0
4	4	5	0
6	4	5	0
3	4	10	0
4	10	4	0
4	5	11	0
5	11	5	0
0	7	6	0
5	6	11	0
1	8	7	0
2	9	8	0
3	10	9	0
4	11	10	0
7	12	13	0
13	12	13	0
12	17	12	0
13	17	12	0
7	18	12	0
12	12	18	0
8	13	14	0
13	13	14	0
7	13	19	0
8	19	13	0
9	14	15	0
13	14	15	0
8	14	20	0
9	20	14	0
10	15	16	0
13	15	16	0
9	15	21	0
10	21	15	0
11	16	17	0
13	16	17	0
10	16	22	0
11	22	16	0
11	17	23	0
12	23	17	0
7	19	18	0
12	18	23	0
8	20	19	0
9	21	20	0
10	22	21	0
11	23	22	0
14	24	25	0
20	24	25	0
19	29	24	0
20	29	24	0
14	30	24	0
19	24	30	0
15	25	26	0
20	25	26	0
14	25	31	0
15	31	25	0
16	26	27	0
20	26	27	0
15	26	32	0
16	32	26	0
17	27	28	0
20	27	28	0
16	27	33	0
17	33	27	0
18	28	29	0
20	28	29	0
17	28	34	0
18	34	28	0
18	29	35	0
19	35	29	0
14	31	30	0
19	30	35	0
15	32	31	0
16	33	32	0
17	34	33	0
18	35	34	0
