0 0.000000000000000e+00 1.000000000000000e+00 -1.222610873609065e-21 -1.227839886648335e-22  6.130916450616339e-22 -4.998180181860072e-22  1.013229875053773e-23 -2.411027520264396e-22 -1.134680005772534e-21  2.750114806363881e-22 -4.433756970840285e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 
110 1.100000000000000e+02 1.000000000000000e+00 4.611905856590006e-10 5.213979290129820e-09 2.739694287943409e-09 -5.053047586383978e-10 -4.022309330529424e-09 -3.887250074589111e-09 4.234992518852801e-10 4.354863499444419e-09 3.561118744868320e-09 -3.040608497832794e-08  2.354337265746023e-09  1.581596769914605e-09  2.354337265746023e-09 -3.488958489451760e-08  2.338067124276370e-10 1.581596769914605e-09 2.338067124276370e-10 1.100000000000000e-07 7.476427926071780e-24 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.746123136382396e-07 
120 1.200000000000000e+02 1.000000000000000e+00 5.011472818844192e-10 5.746388844102619e-09 3.048012741348485e-09 -5.488862516896499e-10 -4.447373036887517e-09 -4.299289578782947e-09 4.602992645221399e-10 4.807327813099951e-09 3.946225755000926e-09 -3.315444724916407e-08  2.598751296206796e-09  1.754156002935573e-09  2.598751296206796e-09 -3.810296756793725e-08  2.540191171584850e-10 1.754156002935573e-09 2.540191171584850e-10 1.200000000000000e-07 8.151792544789721e-24 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 2.994187375520975e-07 
130 1.300000000000000e+02 1.000000000000000e+00 5.405621240357781e-10 6.289481594851277e-09 3.367478985670438e-09 -5.918999965094040e-10 -4.883309534085407e-09 -4.722313173985772e-09 4.965776046345748e-10 5.270228651084987e-09 4.342747410048890e-09 -3.590004112704881e-08  2.848790799171248e-09  1.932028295152767e-09  2.848790799171248e-09 -4.132391278517123e-08  2.739577385495905e-10 1.932028295152767e-09 2.739577385495905e-10 1.300000000000000e-07 8.826355381592962e-24 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 3.241957116820738e-07 
140 1.400000000000000e+02 1.000000000000000e+00 5.794289358973447e-10 6.843581239876626e-09 3.698426683599263e-09 -6.343389415689046e-10 -5.330447083100731e-09 -5.156650834726896e-09 5.323281010080861e-10 5.743888941396777e-09 4.751018147199617e-09 -3.864277580141353e-08  3.104621149154172e-09  2.115377392303935e-09  3.104621149154172e-09 -4.455265182041284e-08  2.936190533349232e-10 2.115377392303935e-09 2.936190533349232e-10 1.400000000000000e-07 9.500092945107877e-24 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 3.489423731802249e-07 
150 1.500000000000000e+02 1.000000000000000e+00 6.177415468953903e-10 7.409020530213872e-09 4.041198545951973e-09 -6.761960207305123e-10 -5.789123000997002e-09 -5.602641601357274e-09 5.675445880305435e-10 6.228640663215099e-09 5.171381454098547e-09 -4.138255783141480e-08  3.366412254741992e-09  2.304371566991519e-09  3.366412254741992e-09 -4.778942237930843e-08  3.129995309288955e-10 2.304371566991519e-09 3.129995309288955e-10 1.500000000000000e-07 1.017298110824300e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 3.736578358484257e-07 
160 1.600000000000000e+02 1.000000000000000e+00 6.554939760577291e-10 7.986139401142971e-09 4.396144773443469e-09 -7.174638708988941e-10 -6.259682286251663e-09 -6.060631993516107e-09 6.022210892295916e-10 6.724822977579885e-09 5.604188310192126e-09 -4.411929141398532e-08  3.634337765122350e-09  2.499182931336791e-09  3.634337765122350e-09 -5.103446767629594e-08  3.320954920318721e-10 2.499182931336791e-09 3.320954920318721e-10 1.600000000000000e-07 1.084499521767142e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 3.983411941597042e-07 
170 1.700000000000000e+02 1.000000000000000e+00 6.926799182000930e-10 8.575286316612223e-09 4.763623795497486e-09 -7.581353967808482e-10 -6.742477842996044e-09 -6.530976790555212e-09 6.363513031379129e-10 7.232783572264831e-09 6.049797924795179e-09 -4.685287868360807e-08  3.908575459915999e-09  2.699987549317960e-09  3.908575459915999e-09 -5.428803644480544e-08  3.509033908547924e-10 2.699987549317960e-09 3.509033908547924e-10 1.700000000000000e-07 1.151611004198783e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 4.229915213540284e-07 
180 1.800000000000000e+02 1.000000000000000e+00 7.292929775772531e-10 9.176817732096528e-09 5.144002020029430e-09 -7.982035235893154e-10 -7.237870467847478e-09 -7.014038738288871e-09 6.699288388789613e-10 7.752878123170680e-09 6.508577490269656e-09 -4.958321955024330e-08  4.189307104253918e-09  2.906965429454456e-09  4.189307104253918e-09 -5.755038299566927e-08  3.694196924408874e-10 2.906965429454456e-09 3.694196924408874e-10 1.800000000000000e-07 1.218629978904565e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 4.476078700751042e-07 
190 1.900000000000000e+02 1.000000000000000e+00 7.653268626101571e-10 9.791097745741342e-09 5.537653698082052e-09 -8.376609491209576e-10 -7.746228906175220e-09 -7.510188451160368e-09 7.029474090493924e-10 8.285469946711151e-09 6.980902043564173e-09 -5.231021154475500e-08  4.476718398310504e-09  3.120300553565983e-09  4.476718398310504e-09 -6.082176731354161e-08  3.876407477753746e-10 3.120300553565983e-09 3.876407477753746e-10 1.900000000000000e-07 1.285553811568263e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 4.721892727276044e-07 
200 2.000000000000000e+02 1.000000000000000e+00 8.007752337886279e-10 1.041849803902807e-08 5.944960702861228e-09 -8.765002942328710e-10 -8.267929478894329e-09 -8.019804202571561e-09 7.354006779889060e-10 8.830929940997052e-09 7.467154245105617e-09 -5.503375003512950e-08  4.770998872397912e-09  3.340180690425328e-09  4.770998872397912e-09 -6.410245474781368e-08  4.055628692127285e-10 3.340180690425328e-09 4.055628692127285e-10 2.000000000000000e-07 1.352379814325193e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 4.967347420476274e-07 
210 2.100000000000000e+02 1.000000000000000e+00 8.356317218266708e-10 1.105939767120892e-08 6.366312349018478e-09 -9.147141186761545e-10 -8.803355922246442e-09 -8.543271701152307e-09 7.672822803456425e-10 9.389636378339298e-09 7.967724200419814e-09 -5.775372826005033e-08  5.072341776266691e-09  3.566797314682322e-09  5.072341776266691e-09 -6.739271590412469e-08  4.231823385934785e-10 3.566797314682322e-09 4.231823385934785e-10 2.100000000000000e-07 1.419105247015167e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 5.212432715629167e-07 
220 2.200000000000000e+02 1.000000000000000e+00 8.698901214796581e-10 1.171418301604615e-08 6.802105087990048e-09 -9.522951136212820e-10 -9.352899273946562e-09 -9.080983837972484e-09 7.985860138509318e-10 9.961974843956469e-09 8.483009152462374e-09 -6.047003722430501e-08  5.380943951212743e-09  3.800345550920751e-09  5.380943951212743e-09 -7.069282661973246e-08  4.404955029919756e-10 3.800345550920751e-09 4.404955029919756e-10 2.200000000000000e-07 1.485727319343613e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 5.457138363866470e-07 
230 2.300000000000000e+02 1.000000000000000e+00 9.035438922120340e-10 1.238324684794059e-08 7.252742099314693e-09 -9.892356075927684e-10 -9.916956968608525e-09 -9.633340263287271e-09 8.293053419419939e-10 1.054833732060135e-08 9.013413076397308e-09 -6.318256631563148e-08  5.697005620174220e-09  4.041023720628605e-09  5.697005620174220e-09 -7.400306717645328e-08  4.574985286570247e-10 4.041023720628605e-09 4.574985286570247e-10 2.299999999999999e-07 1.552243193727908e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 5.701453942628946e-07 
240 2.400000000000000e+02 1.000000000000000e+00 9.365865666803042e-10 1.306698833730262e-08 7.718632883301467e-09 -1.025527969687121e-09 -1.049593283562858e-08 -1.020074698199060e-08 8.594337997897513e-10 1.114912218477889e-08 9.559346268945034e-09 -6.589120301532439e-08  6.020730183808063e-09  4.289033341545870e-09  6.020730183808063e-09 -7.732372241763453e-08  4.741876013941249e-10 4.289033341545870e-09 4.741876013941249e-10 2.400000000000000e-07 1.618649988181863e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 5.945368866261217e-07 
250 2.500000000000000e+02 1.000000000000000e+00 9.690118915567377e-10 1.376581246942656e-08 8.200192848466007e-09 -1.061164447956446e-09 -1.109023683025012e-08 -1.078361593126738e-08 8.889651376445876e-10 1.176473362530092e-08 1.012122493869078e-08 -6.859583287622168e-08  6.352324010735367e-09  4.544578993055558e-09  6.352324010735367e-09 -8.065508159802978e-08  4.905588470167529e-10 4.544578993055558e-09 4.905588470167529e-10 2.500000000000000e-07 1.684944779193456e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 6.188872396581776e-07 
260 2.600000000000000e+02 1.000000000000000e+00 1.000813502566631e-09 1.448012951917807e-08 8.697842646457632e-09 -1.096137280117132e-09 -1.170028404097831e-08 -1.138236434712774e-08 9.178929936517870e-10 1.239558111832165e-08 1.069947053840901e-08 -7.129634004129350e-08  6.691996119530781e-09  4.807867820054969e-09  6.691996119530781e-09 -8.399743758483967e-08  5.066083855969389e-10 4.807867820054969e-09 5.066083855969389e-10 2.599999999999999e-07 1.751124606414686e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 6.431953660109046e-07 
270 2.700000000000000e+02 1.000000000000000e+00 1.031984704130522e-09 1.521035471171321e-08 9.212007567651508e-09 -1.130438960129853e-09 -1.232649386671883e-08 -1.199741415667289e-08 9.462106749432678e-10 1.304207908760445e-08 1.129450916258333e-08 -7.399260763871906e-08  7.039957875791989e-09  5.079109121297647e-09  7.039957875791989e-09 -8.735108620956964e-08  5.223324654657646e-10 5.079109121297647e-09 5.223324654657646e-10 2.700000000000000e-07 1.817186476893486e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 6.674601663605348e-07 
280 2.800000000000000e+02 1.000000000000000e+00 1.062519000470441e-09 1.595690693553684e-08 9.743116806634616e-09 -1.164061700760395e-09 -1.296928981368823e-08 -1.262919122821668e-08 9.739116884649865e-10 1.370464561696172e-08 1.190677081321626e-08 -7.668451746369556e-08  7.396422617388534e-09  5.358514247550060e-09  7.396422617388534e-09 -9.071632627785548e-08  5.377271943725032e-10 5.358514247550060e-09 5.377271943725032e-10 2.799999999999999e-07 1.883127370230788e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 6.916805313019017e-07 
290 2.900000000000000e+02 1.000000000000000e+00 1.092409908070630e-09 1.672020814064869e-08 1.029160258903118e-08 -1.196997692282136e-09 -1.362909843203489e-08 -1.327812451345525e-08 1.000989552553572e-09 1.438370185021139e-08 1.253668852396368e-08 -7.937195041997862e-08  7.761605224183587e-09  5.646296070792637e-09  7.761605224183587e-09 -9.409345876008540e-08  5.527886683780533e-10 5.646296070792637e-09 5.527886683780533e-10 2.899999999999999e-07 1.948944244732728e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 7.158553436081734e-07 
300 3.000000000000000e+02 1.000000000000000e+00 1.121650992282435e-09 1.750068241463307e-08 1.085789918675290e-08 -1.229239138221563e-09 -1.430634836951911e-08 -1.394464508595222e-08 1.027437834291806e-09 1.507967106617481e-08 1.318469737723342e-08 -8.205478676831859e-08  8.135721638206063e-09  5.942668510522613e-09  8.135721638206063e-09 -9.748278613012138e-08  5.675129901112787e-10 5.942668510522613e-09 5.675129901112787e-10 2.999999999999999e-07 2.014634044314700e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 7.399834807667374e-07 
310 3.100000000000000e+02 1.000000000000000e+00 1.150235794676023e-09 1.829875491730060e-08 1.144244195590274e-08 -1.260778187206460e-09 -1.500146933836182e-08 -1.462918514233244e-08 1.053250077239010e-09 1.579297761209428e-08 1.385123354368279e-08 -8.473290647765470e-08  8.518988365047379e-09  6.247846016571134e-09  8.518988365047379e-09 -1.008846116106938e-07  5.818962348809055e-10 6.247846016571134e-09 5.818962348809055e-10 3.099999999999999e-07 2.080193705248073e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 7.640638174572981e-07 
320 3.200000000000000e+02 1.000000000000000e+00 1.178157923897984e-09 1.911485075278833e-08 1.204566606936478e-08 -1.291607024574610e-09 -1.571489093564626e-08 -1.533217678585633e-08 1.078419891920742e-09 1.652404577844442e-08 1.453673301174282e-08 -8.740618950269532e-08  8.911621864107168e-09  6.562042980643020e-09  8.911621864107168e-09 -1.042992383622408e-07  5.959344962940268e-10 6.562042980643020e-09 5.959344962940268e-10 3.199999999999999e-07 2.145620165084195e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 7.880952288297032e-07 
330 3.300000000000000e+02 1.000000000000000e+00 1.205411037050117e-09 1.994939363511926e-08 1.266800525859965e-08 -1.321717847177723e-09 -1.644704136800330e-08 -1.605405071561527e-08 1.102940936457168e-09 1.727329846218923e-08 1.524163033094723e-08 -9.007451616697389e-08  9.313837893971075e-09  6.885473097528663e-09  9.313837893971075e-09 -1.077269685720285e-07  6.096238732869604e-10 6.885473097528663e-09 6.096238732869604e-10 3.299999999999999e-07 2.210910371481451e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 8.120765937461557e-07 
340 3.400000000000000e+02 1.000000000000000e+00 1.231988875546122e-09 2.080280452140572e-08 1.330989035454140e-08 -1.351102905106989e-09 -1.719834602838678e-08 -1.679523481802305e-08 1.126806953532056e-09 1.804115580110670e-08 1.596635715283942e-08 -9.273776755012915e-08  9.725850808149676e-09  7.218348654036984e-09  9.725850808149676e-09 -1.111681024540633e-07  6.229604915418072e-10 7.218348654036984e-09 6.229604915418072e-10 3.399999999999999e-07 2.276061292454144e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 8.360067985456739e-07 
350 3.500000000000000e+02 1.000000000000000e+00 1.257885213194327e-09 2.167550007265874e-08 1.397174779655870e-08 -1.379754452400992e-09 -1.796922595363902e-08 -1.755615267639580e-08 1.150011718422720e-09 1.882803363401421e-08 1.671134074044116e-08 -9.539582597207644e-08  1.014787281012918e-08  7.560879757490969e-09  1.014787281012918e-08 -1.146229371389110e-07  6.359404788091865e-10 7.560879757490969e-09 6.359404788091865e-10 3.499999999999998e-07 2.341069926842221e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 8.598847408896613e-07 
360 3.600000000000000e+02 1.000000000000000e+00 1.283093930508904e-09 2.256789087723712e-08 1.465399782729641e-08 -1.407664817245423e-09 -1.876009609118243e-08 -1.833722172664115e-08 1.172549111667355e-09 1.963434172503405e-08 1.747700216066768e-08 -9.804857544289615e-08  1.058011302999616e-08  7.913273469482141e-09  1.058011302999616e-08 -1.180917654645887e-07  6.485599991964351e-10 7.913273469482141e-09 6.485599991964351e-10 3.599999999999998e-07 2.405933317008013e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 8.837093344254767e-07 
370 3.700000000000000e+02 1.000000000000000e+00 1.307609101688321e-09 2.348037985437877e-08 1.535705274044720e-08 -1.434826488935100e-09 -1.957136363812420e-08 -1.913885156948067e-08 1.194413208856671e-09 2.046048216557314e-08 1.826375453643191e-08 -1.006959020827451e-07  1.102277668272214e-08  8.275732974652198e-09  1.102277668272214e-08 -1.215748748225589e-07  6.608152980462196e-10 8.275732974652198e-09 6.608152980462196e-10 3.699999999999998e-07 2.470648561113729e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 9.074795132960051e-07 
380 3.800000000000000e+02 1.000000000000000e+00 1.331425060862441e-09 2.441336030763363e-08 1.608131487146722e-08 -1.461232188531697e-09 -2.040342614327664e-08 -1.996144190817959e-08 1.215598296915262e-09 2.130684733275636e-08 1.907200108241028e-08 -1.033376946252373e-07  1.147606405955128e-08  8.648456584191504e-09  1.147606405955128e-08 -1.250725458293776e-07  6.727027122883632e-10 8.648456584191504e-09 6.727027122883632e-10 3.799999999999999e-07 2.535212826918525e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 9.311942372073810e-07 
390 3.900000000000000e+02 1.000000000000000e+00 1.354536121455033e-09 2.536721341169108e-08 1.682717454242752e-08 -1.486874592049101e-09 -2.125666893365189e-08 -2.080538054989421e-08 1.236098824827604e-09 2.217381784530753e-08 1.990213281219391e-08 -1.059738453630074e-07  1.194016940982130e-08  9.031636683627824e-09  1.194016940982130e-08 -1.285850504181156e-07  6.842186477066437e-10 9.031636683627824e-09 6.842186477066437e-10 3.899999999999999e-07 2.599623367883826e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 9.548524973445392e-07 
400 4.000000000000000e+02 1.000000000000000e+00 1.376936821309361e-09 2.634230639809555e-08 1.759500759594174e-08 -1.511746567871000e-09 -2.213146336015122e-08 -2.167104088734837e-08 1.255909202210891e-09 2.306175983610986e-08 2.075452653883886e-08 -1.086042504824260e-07  1.241527991511259e-08  9.425458399076574e-09  1.241527991511259e-08 -1.321126506638879e-07  6.953594743807314e-10 9.425458399076574e-09 6.953594743807314e-10 3.999999999999998e-07 2.663877537217764e-23 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 9.784533215297950e-07 
