361
53
467
0	 3.923214907498633e+02 -1.923527561191127e+02  4.000000000000000e+03	 2.532594255171716e-03  2.532594255171716e-03 -9.440240239698473e-20	1.000000000000000e+00	665	1	0
1	1.000000000000000e+03 4.153257531310242e+02 4.000000000000000e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	1	1
2	1.000000000000000e+03 1.000000000000000e+03 3.415325753131025e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	1	2
4	-1.000000000000000e+03 -1.470419859814462e+02  3.709669410012206e+03	-7.914502589301264e-06 -2.884238051592547e-05 -2.092787690344267e-05	5.625000000000000e-01	665	1	4
5	-1.000000000000000e+03 -1.000000000000000e+03  2.856711395993652e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	1	5
7	6.215742626124661e+02 1.000000000000000e+03 1.839061128413479e+03	 3.878969117067754e-03 -1.316434731144402e-19  3.878969117067754e-03	1.000000000000000e+00	665	1	7
8	1.000000000000000e+03 1.000000000000000e+03 2.217486865801013e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	1	8
9	 1.000000000000000e+03 -7.825131341989875e+02  4.000000000000000e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	1	9
10	 7.825131341989878e+02 -1.000000000000000e+03  4.000000000000000e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	1	10
11	 5.833398616404551e+01 -1.000000000000000e+03  3.275820851965058e+03	5.838850687723608e-03 3.604974134717836e-18 5.838850687723606e-03	1.000000000000000e+00	665	1	11
13	 1.000000000000000e+03 -8.865608922057086e+02  0.000000000000000e+00	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	610	1	13
14	 8.865608922057086e+02 -1.000000000000000e+03  0.000000000000000e+00	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	610	1	14
15	 2.843210297107445e+02 -1.000000000000000e+03  6.022398624949641e+02	 9.399606497026980e-03  2.831348345999194e-18 -9.399606497026980e-03	1.000000000000000e+00	610	1	15
17	-4.320901935349040e+02 -1.000000000000000e+03  4.000000000000000e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	552	1	17
18	-6.154180168945935e+01 -1.000000000000000e+03  3.629451608154555e+03	-5.952175473794341e-03  7.720889114437196e-21  5.952175473794341e-03	1.000000000000000e+00	552	1	18
20	-1.000000000000000e+03  1.000000000000000e+03  2.001112190757930e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	571	1	20
21	-1.000000000000000e+03 -1.000000000000000e+03  1.112190757929056e+00	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	571	1	21
23	-1.000000000000000e+03 -3.028183896019758e+02  7.371329646527379e+02	 1.474673939626601e-19  3.926832810975611e-03 -3.926832810975611e-03	1.000000000000000e+00	643	1	23
24	-1.000000000000000e+03  4.343145750507622e+02  0.000000000000000e+00	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	643	1	24
26	1.000000000000000e+03 4.592475533822953e+02 2.645772732213322e+03	-2.498787858991430e-18  5.722393980249764e-03  5.722393980249761e-03	1.000000000000000e+00	26	1	26
27	1.000000000000000e+03 1.000000000000000e+03 3.186525178831027e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	26	1	27
28	6.057094621182721e+02 1.000000000000000e+03 2.792234640949300e+03	 1.056739315390587e-02 -1.069131852089315e-18  1.056739315390587e-02	1.000000000000000e+00	26	1	28
30	1.000000000000000e+03 1.000000000000000e+03 6.066976182580577e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	666	1	30
31	1.000000000000000e+03 3.933023817419428e+02 0.000000000000000e+00	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	666	1	31
32	8.183794717278178e+02 2.116818534697599e+02 0.000000000000000e+00	9.370278567075729e-03 9.370278567075729e-03 3.935648898016767e-19	1.000000000000000e+00	666	1	32
33	1.000000000000000e+03 9.458413715839662e+02 2.085546491454459e+03	-2.468191511911456e-19  1.002259599044919e-02  1.002259599044919e-02	1.000000000000000e+00	665	1	33
34	 1.000000000000000e+03 -1.000000000000000e+03  1.397051198704921e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	1	34
35	-1.000000000000000e+03 -1.000000000000000e+03  2.139705119870493e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	1	35
36	-1.000000000000000e+03  2.147703477631975e+02  3.354475467633690e+03	-8.277711147615486e-21 -1.684124523308128e-03 -1.684124523308128e-03	1.000000000000000e+00	665	1	36
37	-5.395224740453357e+02  2.679934700697016e+02  1.091772870152029e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	55	0	37
38	 2.192031021678289e+02 -4.907321061434643e+02  2.609224022578360e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	55	0	38
39	-1.088944443027283e+02 -1.626345596729055e+02  2.937321569048918e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	55	0	39
40	-8.676200205158938e+02  5.960910165402597e+02  1.419870416622587e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	55	0	40
41	-9.362047335546185e+01 -5.485518044995136e+01  1.860523521361556e+03	7.339750864048256e-04 5.917774415138410e-04 1.421976448909845e-04	5.625000000000000e-01	55	0	41
42	-5.760335323114249e+02  9.831182513584980e+01  2.209236096231466e+03	-7.125431206077337e-03 -1.229980308562517e-02  5.174371879547834e-03	1.000000000000000e+00	55	0	42
43	-6.102331521639902e+02 -7.551900423072325e+02  1.997576656851997e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	0	43
44	1.824335495461295e+02 3.747665940288731e+01 3.582910060272236e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	0	44
45	9.984347750354048e+02 8.534778848921626e+02 2.766908834782960e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	0	45
46	2.057680733252846e+02 6.081118318204386e+01 1.181575431362721e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	0	46
48	8.412137130408427e+02 1.276504320014700e+02 1.883860319897705e+03	 1.259671555211147e-02 -2.565624161312978e-02 -1.305952606101831e-02	1.000000000000000e+00	665	0	48
49	-7.756961389616431e+02  2.248599564173224e+02  3.792213667503454e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	0	49
50	 9.142890680742061e+02 -6.201326471006022e+02  2.947221063985530e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	0	50
51	 6.965001794687494e+02 -8.379215357060586e+02  2.729432175380073e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	0	51
52	-9.934850275670997e+02  7.071067811866171e+00  3.574424778897997e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	0	52
53	 6.680349875652703e+01 -2.081477216435459e+02  3.382721707846153e+03	-2.591041902633151e-05  9.012458235702070e-06  1.689795976744790e-05	5.625000000000000e-01	665	0	53
54	-1.709279744727386e+02 -5.740960112839369e+02  3.333034804899439e+03	-2.838033833540976e-04 -1.983992988243699e-04  4.822026821784675e-04	1.000000000000000e+00	665	0	54
55	-3.705239533417505e+02 -6.554879861599293e+02  2.054145199346920e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	55	0	55
56	3.577960312803930e+02 7.283199846221450e+01 5.975052301026326e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	55	0	56
57	6.279108216936542e+02 3.429467888754754e+02 8.676200205158938e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	55	0	57
58	-1.004091629284902e+02 -3.853731957466687e+02  2.324259989760182e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	55	0	58
59	 3.576963183569719e+02 -5.168837162104385e+02  1.187320657698707e+03	 1.527895964682102e-02 -9.468991309404373e-03 -5.809968337416649e-03	1.000000000000000e+00	55	0	59
60	2.346655736868130e+02 9.648410476244555e+00 1.594163646921966e+03	 1.994244175875792e-04 -2.279843938595150e-04  2.855997627193574e-05	5.625000000000000e-01	55	0	60
205	 3.923214907498633e+02 -1.923527561191127e+02  4.500000000000000e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	-1	0
206	1.353553390593274e+03 4.153257531310242e+02 4.353553390593273e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	-1	1
207	1.353553390593274e+03 1.353553390593274e+03 3.415325753131025e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	-1	2
209	-1.500000000000000e+03 -1.470419859814462e+02  3.709669410012206e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	665	-1	4
