403
51
501
0	 3.410171734275150e+02 -2.436570734414609e+02  4.000000000000000e+03	-1.080794865265489e-02 -1.080794865265489e-02  1.187640352476178e-18	1.000000000000000e+00	43	1	0
1	1.000000000000000e+03 4.153257531310242e+02 4.000000000000000e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	43	1	1
2	1.000000000000000e+03 1.000000000000000e+03 3.415325753131025e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	43	1	2
3	-5.179247933794251e+02  1.000000000000000e+03  1.897400959751599e+03	 6.523023126646875e-03 -6.992646033009465e-18  6.523023126646878e-03	1.000000000000000e+00	43	1	3
4	-1.000000000000000e+03 -5.758987091506575e+01  3.799121525078586e+03	 5.182905430659817e-18 -8.309052587719632e-03 -8.309052587719636e-03	1.000000000000000e+00	43	1	4
5	-1.000000000000000e+03 -1.000000000000000e+03  2.856711395993652e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	43	1	5
6	 2.903499449492564e+02 -1.000000000000000e+03  1.566361451044395e+03	-4.883237183094025e-03  3.212970952466511e-18  4.883237183094025e-03	1.000000000000000e+00	43	1	6
7	5.591610771664559e+02 1.000000000000000e+03 1.776647942967469e+03	 5.026428261771798e-03 -6.078428135265853e-20  5.026428261771798e-03	1.000000000000000e+00	7	1	7
8	1.000000000000000e+03 1.000000000000000e+03 2.217486865801013e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	7	1	8
9	 1.000000000000000e+03 -7.825131341989875e+02  4.000000000000000e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	7	1	9
10	 7.825131341989878e+02 -1.000000000000000e+03  4.000000000000000e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	7	1	10
11	 8.460162262582116e+00 -1.000000000000000e+03  3.225947028063595e+03	-7.649941602721810e-03  6.441721163743475e-19 -7.649941602721810e-03	1.000000000000000e+00	7	1	11
12	 1.000000000000000e+03 -1.315957101807644e+02  7.549651820249442e+02	-8.860091449441574e-19 -3.791609371546656e-03 -3.791609371546655e-03	1.000000000000000e+00	12	1	12
13	 1.000000000000000e+03 -8.865608922057086e+02  0.000000000000000e+00	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	12	1	13
14	 8.865608922057086e+02 -1.000000000000000e+03  0.000000000000000e+00	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	12	1	14
15	 1.261174323984229e+02 -1.000000000000000e+03  7.604434598072856e+02	 8.029570337384939e-03  1.612443053062902e-18 -8.029570337384939e-03	1.000000000000000e+00	12	1	15
16	 3.824440433471424e+02 -1.854657631179535e+02  4.000000000000000e+03	-3.727996023371816e-03 -3.727996023371816e-03 -2.649717643230428e-18	1.000000000000000e+00	16	1	16
17	-4.320901935349040e+02 -1.000000000000000e+03  4.000000000000000e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	16	1	17
18	-4.963603665226429e+01 -1.000000000000000e+03  3.617545843117360e+03	 6.527400342747569e-03 -5.853978255630876e-20 -6.527400342747569e-03	1.000000000000000e+00	16	1	18
19	6.544092032622857e+02 1.000000000000000e+03 3.655521394020215e+03	-7.062626071274280e-03 -1.538543575171466e-18 -7.062626071274281e-03	1.000000000000000e+00	19	1	19
20	-1.000000000000000e+03  1.000000000000000e+03  2.001112190757930e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	19	1	20
21	-1.000000000000000e+03 -1.000000000000000e+03  1.112190757929056e+00	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	19	1	21
22	 1.973809894912602e+02 -1.000000000000000e+03  1.198493180249190e+03	5.390025209635496e-03 2.034767970893940e-18 5.390025209635496e-03	1.000000000000000e+00	19	1	22
23	-1.000000000000000e+03 -3.605491600899183e+02  7.948637351406805e+02	 9.480409062234685e-06 -9.435633546672761e-05  8.487593004247174e-05	1.000000000000000e+00	23	1	23
24	-1.000000000000000e+03  4.343145750507622e+02  0.000000000000000e+00	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	23	1	24
25	 3.284484631185881e+02 -8.941338880678259e+02  0.000000000000000e+00	-4.135793540626766e-03  4.135793540626763e-03  3.402744128123992e-18	1.000000000000000e+00	23	1	25
26	1.000000000000000e+03 2.933098631693514e+02 2.479835042000379e+03	-1.782484123246860e-18  8.589572971686721e-03  8.589572971686721e-03	1.000000000000000e+00	26	1	26
27	1.000000000000000e+03 1.000000000000000e+03 3.186525178831027e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	26	1	27
28	4.410568085872747e+02 1.000000000000000e+03 2.627581987418302e+03	 9.275037562474608e-03 -5.670345102583386e-19  9.275037562474608e-03	1.000000000000000e+00	26	1	28
29	-4.605300781311674e+02  1.000000000000000e+03  2.067227696389225e+03	 9.579109508194959e-03 -5.468234148085719e-18 -9.579109508194962e-03	1.000000000000000e+00	29	1	29
30	1.000000000000000e+03 1.000000000000000e+03 6.066976182580577e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	29	1	30
31	1.000000000000000e+03 3.933023817419428e+02 0.000000000000000e+00	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	29	1	31
32	6.701236954271659e+02 6.342607716910802e+01 0.000000000000000e+00	1.177984289824963e-02 1.177984289824963e-02 7.945957863990152e-19	1.000000000000000e+00	29	1	32
33	1.000000000000000e+03 8.299701450295913e+02 1.969675264900084e+03	1.055377745828450e-19 7.945398567244411e-03 7.945398567244411e-03	1.000000000000000e+00	43	1	33
34	 1.000000000000000e+03 -1.000000000000000e+03  1.397051198704921e+02	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	43	1	34
35	-1.000000000000000e+03 -1.000000000000000e+03  2.139705119870493e+03	0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00	1.000000000000000e+00	43	1	35
